post_time,text,retweet,Photo/Link_Normalized,Photo/Link,Photo,Link,No_Photo/Link_Normalized,hours,Hastag_Count,text1,compound_score,positive_score,neutral_score,negative_score
Tue Sep 18 16:53:10 +0000 2018,RT @WSJ: Google to partner with biggest global car alliance to power the dashboard media display with its Android operating system https://…,106,1,1,0,1,0,16,0,rt wsj google partner biggest global car alliance power dashboard media display android operating system,0.0,0.0,1.0,0.0
Thu Sep 13 02:30:02 +0000 2018,We've activated our SOS Alert for #HurricaneFlorence to provide relevant emergency info to those who may be in the storm's path - please stay safe https://t.co/fxkaeSzcsr,367,1,2,1,1,0,2,1,weve activated sos alert hurricaneflorence provide relevant emergency info may storms path please stay safe,0.5859,0.352,0.524,0.124
Fri Sep 07 20:44:26 +0000 2018,RT @GoogleForEdu: #BackToSchool is a call to see beyond the syllabus. To our favorite teachers: never stop searching. https://t.co/Upwr6CRQ…,637,1,1,0,1,0,20,1,rt googleforedu backtoschool call see beyond syllabus favorite teachers never stop searching,0.5978,0.328,0.672,0.0
Tue Aug 28 01:10:02 +0000 2018,"RT @YouTube: Congratulations to BTS! 'IDOL' now holds the record for the biggest music video debut in YouTube history, earning over 45 mill…",39762,1,1,0,1,0,1,0,rt youtube congratulations bts idol holds record biggest music video debut youtube history earning 45 mill,0.5994,0.206,0.794,0.0
Mon Aug 27 22:01:40 +0000 2018,"We’re committed to helping transitioning service members &amp; veterans find work through a new job search feature that matches their military skills to job openings, and with a grant to @the_USO to help provide career guidance &amp; training. #GrowWithGoogle https://t.co/3SRZg8eKDL",366,1,1,0,1,0,22,1,committed helping transitioning service members amp veterans find work new job search feature matches military skills job openings grant theuso help provide career guidance amp training growwithgoogle,0.8176,0.292,0.708,0.0
Sun Aug 26 00:39:12 +0000 2018,"RIP @SenJohnMcCain -- you were a true American hero, and we're grateful for your sacrifice and service to this country for over 60 years. You'll live on in our hearts and be a role model for generations to come.",725,1,1,0,1,0,0,0,rip senjohnmccain true american hero grateful sacrifice service country 60 years youll live hearts role model generations come,0.8555,0.385,0.615,0.0
Sat Jul 28 06:26:31 +0000 2018,"RT @androidcentral: Lenovo Smart Display review: Google Assistant comes to the big screen, and it's really good 🙌

https://t.co/96GsqxsKa9",117,1,1,0,1,0,6,0,rt androidcentral lenovo smart display review google assistant comes big screen really good,0.7089,0.349,0.651,0.0
Sat Jul 28 02:56:44 +0000 2018,"Huge thanks to the 25K+ customers, partners and developers who came to #GoogleNext18 - it was great to see everyone in San Francisco! https://t.co/2OKEHytxBx https://t.co/7Ig5g5FvuC",419,1,2,1,1,0,2,1,huge thanks 25k customers partners developers came googlenext18 great see everyone san francisco,0.8519,0.482,0.518,0.0
Thu Jul 26 15:36:45 +0000 2018,"Excited we're expanding Google Station to Nigeria, helping to make the internet more accessible to everyone with free wifi hotspots rolling out through the next year #GoogleForNigeria https://t.co/7YzJN7Lemx",1119,1,1,0,1,0,15,1,excited expanding google station nigeria helping make internet accessible everyone free wifi hotspots rolling next year googlefornigeria,0.7845,0.361,0.639,0.0
Tue Jul 24 14:58:51 +0000 2018,Hello from San Francisco! Looking forward to #GoogleNext18 today - see you on the livestream starting at 9am PT https://t.co/tITk3kVNBe https://t.co/YEk1YSHtj1,318,1,1,0,1,0,14,1,hello san francisco looking forward googlenext18 today see livestream starting 9am pt,0.0,0.0,1.0,0.0
Wed Jul 18 12:28:18 +0000 2018,"Rapid innovation, wide choice, and falling prices are classic hallmarks of robust competition. Android has enabled this and created more choice for everyone, not less. This is why we intend to appeal today's Android decision https://t.co/TnpMZlDV8j",1511,1,1,0,1,0,12,0,rapid innovation wide choice falling prices classic hallmarks robust competition android enabled created choice everyone less intend appeal todays android decision,0.6597,0.273,0.664,0.062
Mon Jul 16 16:48:32 +0000 2018,"This new method powered by @GoogleAI will let neuroscientists map out the neuronal structure of a songbird’s brain 10x faster, aiding their work to better understand how the brain works https://t.co/8idi9x9n5P",427,1,1,0,1,0,16,0,new method powered googleai let neuroscientists map neuronal structure songbirds brain 10x faster aiding work better understand brain works,0.4404,0.139,0.861,0.0
Sun Jul 15 19:32:20 +0000 2018,"What a great #WorldCup this has been! Congrats to Les Bleus for an amazing run. Such talent on the team and worthy successors to the ""98 France team, one of my all time favorite teams. Hats off to #Croatia for the heart and grit they showed. Will miss early morning soccer games!",814,1,1,0,1,0,19,2,great worldcup congrats les bleus amazing run talent team worthy successors 98 france team time favorite teams hats croatia heart grit showed miss early morning soccer games,0.9661,0.518,0.445,0.037
Tue Jul 10 04:48:34 +0000 2018,Happy to welcome the Vice President of Nigeria @ProfOsinbajo to the Googleplex today - great to chat with him about the opportunities of Nigeria's digital economy https://t.co/XbUBytOpx1,1865,1,2,1,1,0,4,0,happy welcome vice president nigeria profosinbajo googleplex today great chat opportunities nigerias digital economy,0.9246,0.573,0.427,0.0
Mon Jun 25 16:12:15 +0000 2018,We're rolling out our IT Support Professional Certificate program to 25+ community colleges in 7 states this fall. ~40K people have already enrolled since January &amp; we're excited to help more people train for careers in IT #GrowWithGoogle https://t.co/0ljN2HI2XC,528,1,1,0,1,0,16,1,rolling support professional certificate program 25 community colleges 7 states fall 40k people already enrolled since january amp excited help people train careers growwithgoogle,0.7783,0.281,0.719,0.0
Sat Jun 23 03:46:36 +0000 2018,"@thehappykumar Brazil - Germany rematch would be epic given 2014, might even happen in round of 16 - so looking forward to it!",3,1,1,0,1,0,3,0,thehappykumar brazil germany rematch would epic given 2014 might even happen round 16 looking forward,0.0,0.0,1.0,0.0
Sat Jun 23 03:35:58 +0000 2018,"Loving the #WorldCup !! So nice to see countries come and play with so much passion.  Still wide open, worried for my favorite teams but love that the underdogs are doing well. Expect the giants Brazil, Germany, France, Spain to assert themselves soon. Lot of dark horses though",545,1,1,0,1,0,3,1,loving worldcup nice see countries come play much passion still wide open worried favorite teams love underdogs well expect giants brazil germany france spain assert soon lot dark horses though,0.9595,0.469,0.482,0.048
Fri Jun 22 22:46:58 +0000 2018,Happy #Pride from all of us at Google:) https://t.co/CzAv9t7VnE,453,1,2,1,1,0,22,1,happy pride us google,0.7269,0.753,0.247,0.0
Fri Jun 22 19:05:18 +0000 2018,Congrats to @LorraineTwohill and her team for receiving this incredible honor @Cannes_Lions - am so proud of their work throughout the years telling our stories to the world https://t.co/hlMVv69mbZ,102,1,1,0,1,0,19,0,congrats lorrainetwohill team receiving incredible honor canneslions proud work throughout years telling stories world,0.8658,0.469,0.531,0.0
Fri Jun 22 05:01:22 +0000 2018,#GoogleServe is one of my favorite traditions @Google - we work on volunteering projects in our local communities during the month of June. Was glad to be able to do some mock interviews with job seekers as part of our partnership w/ @GoodwillIntl to train &amp; help people find work https://t.co/XWxyfFBiXd,424,1,2,1,1,0,5,1,googleserve favorite traditions google work volunteering projects local communities month june glad able mock interviews job seekers part partnership w goodwillintl train amp help people find work,0.7096,0.26,0.657,0.084
Thu Jun 21 04:57:56 +0000 2018,Grateful for the work these great organizations do to make a difference @theIRC and @mercycorps https://t.co/XUpaloEq4y,152,1,1,0,1,0,4,0,grateful work great organizations make difference theirc mercycorps,0.7964,0.542,0.458,0.0
Tue Jun 19 20:16:23 +0000 2018,"The stories and images of families being separated at the border are gut-wrenching. Urging our government to work together to find a better, more humane way that is reflective of our values as a nation. #keepfamiliestogether",1531,1,1,0,1,0,20,1,stories images families separated border gutwrenching urging government work together find better humane way reflective values nation keepfamiliestogether,0.6808,0.259,0.741,0.0
Wed Jun 13 15:08:10 +0000 2018,"Excited that we'll be opening a new @GoogleAI center in Accra, Ghana - really looking forward to our research teams solving challenges with AI for Africa and beyond https://t.co/dTYvrcebPJ",1147,1,1,0,1,0,15,0,excited well opening new googleai center accra ghana really looking forward research teams solving challenges ai africa beyond,0.7351,0.369,0.631,0.0
Sat Jun 09 00:43:27 +0000 2018,"Looking forward to the updated Search experience for soccer, just in time for the World Cup:)  Excited we’re bringing more products and updates to users in Brazil and beyond #GoogleforBrazil https://t.co/uwjWADhzeH",143,1,1,0,1,0,0,1,looking forward updated search experience soccer time world cup excited bringing products updates users brazil beyond googleforbrazil,0.34,0.13,0.87,0.0
Fri Jun 08 22:31:50 +0000 2018,"Today we opened our first Google digital hub in Brittany, France to help make digital skills training more accessible to everyone #AteliersGoogle #GrowwithGoogle https://t.co/wLZmRrtj4V",272,1,1,0,1,0,22,2,today opened first google digital hub brittany france help make digital skills training accessible everyone ateliersgoogle growwithgoogle,0.4019,0.144,0.856,0.0
Fri Jun 08 17:26:02 +0000 2018,RT @Googleorg: Help Puerto Rican small businesses recover from Hurricane Maria by making a donation at https://t.co/12gFeXFMTX. Google will…,47,1,1,0,1,0,17,0,rt googleorg help puerto rican small businesses recover hurricane maria making donation google,0.4019,0.184,0.816,0.0
Thu Jun 07 19:01:14 +0000 2018,Today we’re sharing our AI principles and practices. How AI is developed and used will have a significant impact on society for many years to come. We feel a deep responsibility to get this right. https://t.co/TCatoYHN2m,3387,1,1,0,1,0,19,0,today sharing ai principles practices ai developed used significant impact society many years come feel deep responsibility get right,0.5574,0.213,0.787,0.0
Thu Jun 07 17:06:33 +0000 2018,"Very cool to hear the story of Shrinath, a porter at a train station in Cochin, India who passed the civil service exam with hard work and studying using wifi at the station. Proud of our partnership with @railminndia @PMOIndia to bring wifi to 400 stations across India https://t.co/FRSa8b5QiL",4498,1,1,0,1,0,17,0,cool hear story shrinath porter train station cochin india passed civil service exam hard work studying using wifi station proud partnership railminndia pmoindia bring wifi 400 stations across india,0.6124,0.165,0.793,0.043
Thu May 24 04:53:14 +0000 2018,"RT @googleafrica: In July 2017, we announced that we will invest $20m in non-profits working across the continent over the next five years.…",188,1,1,0,1,0,4,0,rt googleafrica july 2017 announced invest 20m nonprofits working across continent next five years,0.0,0.0,1.0,0.0
Thu May 17 05:52:28 +0000 2018,"RT @nealmohan: Cant wait! After a lot of hard work, YouTube Music, a new music streaming service, is coming soon... https://t.co/Qf6YtILLQZ…",272,1,1,0,1,0,5,0,rt nealmohan cant wait lot hard work youtube music new music streaming service coming soon,0.0762,0.085,0.915,0.0
Sat May 12 23:02:23 +0000 2018,"@cforman @Google @mcclatchy Thanks for the continued partnership, Craig!",6,1,1,0,1,0,23,0,cforman google mcclatchy thanks continued partnership craig,0.4404,0.326,0.674,0.0
Sat May 12 19:13:18 +0000 2018,"@trishalarora17 @imVkohli @ABdeVilliers17 Well, it was Saturday morning here and so worked out today:)",96,1,1,0,1,0,19,0,trishalarora17 imvkohli abdevilliers17 well saturday morning worked today,0.2732,0.231,0.769,0.0
Sat May 12 19:05:03 +0000 2018,"@imVkohli @ABdeVilliers17 Was lucky to watch it live, you and @ABdeVilliers17 made it look so easy! and with classic cricketing shots too, really enjoying #IPL2018 this year",1724,1,1,0,1,0,19,1,imvkohli abdevilliers17 lucky watch live abdevilliers17 made look easy classic cricketing shots really enjoying ipl2018 year,0.8553,0.419,0.581,0.0
Wed May 09 16:36:29 +0000 2018,@demishassabis @DeepMindAI Congrats @demishassabis so great to see this and so well deserved! more to come,9,1,1,0,1,0,16,0,demishassabis deepmindai congrats demishassabis great see well deserved come,0.8625,0.615,0.385,0.0
Wed May 09 16:33:05 +0000 2018,So many great memories! https://t.co/MzaJG9dMXV,148,1,1,0,1,0,16,0,many great memories,0.6249,0.672,0.328,0.0
Tue May 08 23:31:40 +0000 2018,"RT @WIRED: With Google Lens, people can use their phone's camera to find text-based information, kind of like a search in reverse. And now,…",161,1,1,0,1,0,23,0,rt wired google lens people use phones camera find textbased information kind like search reverse,0.7096,0.312,0.688,0.0
Tue May 08 21:49:27 +0000 2018,Great summary of what’s coming in #AndroidP https://t.co/s1ke0sUBeQ,262,1,1,0,1,0,21,1,great summary whats coming androidp,0.6249,0.506,0.494,0.0
Tue May 08 21:34:22 +0000 2018,Great to see this work between the teams to improve battery life and brightness use cases on Android! https://t.co/ihp5HzqVyO,220,1,1,0,1,0,21,0,great see work teams improve battery life brightness use cases android,0.8625,0.545,0.455,0.0
Tue May 08 18:17:40 +0000 2018,RT @GoogleAI: Learn how Google Duplex uses advances in natural conversation technologies to autonomously complete specific user tasks via t…,924,1,1,0,1,0,18,0,rt googleai learn google duplex uses advances natural conversation technologies autonomously complete specific user tasks via,0.3612,0.143,0.857,0.0
Tue May 08 18:11:17 +0000 2018,RT @CASottile: Well this is new! @sundarpichai announces Google will roll out tools to help you “switch off when you need to” and “find bal…,218,1,1,0,1,0,18,0,rt casottile well new sundarpichai announces google roll tools help switch need find bal,0.5859,0.286,0.714,0.0
Tue May 08 18:08:48 +0000 2018,"I believe there’s more quality journalism being produced than ever before, and we’re excited to introduce a newly redesigned @GoogleNews #io18 https://t.co/T7dF5baiWR",561,1,1,0,1,0,18,1,believe theres quality journalism produced ever excited introduce newly redesigned googlenews io18,0.34,0.179,0.821,0.0
Tue May 08 16:51:55 +0000 2018,"RT @WIRED: The tech conferences aren't over. Google I/O is starting soon, and you can watch it right here https://t.co/PZQmOqO88i",103,1,1,0,1,0,16,0,rt wired tech conferences arent google io starting soon watch right,0.0,0.0,1.0,0.0
Tue May 08 16:43:08 +0000 2018,Almost show time! See you soon #io18 https://t.co/RN9cmLt58c https://t.co/Qit26XCFP3,562,1,2,1,1,0,16,1,almost show time see soon io18,0.0,0.0,1.0,0.0
Tue May 08 16:33:07 +0000 2018,"RT @CNET: LIVE: Learn what we expect, our wildest predictions and everything else before #IO18 kicks off! https://t.co/NWpwKjBmWt #CNETLive",29,1,1,0,1,0,16,2,rt cnet live learn expect wildest predictions everything else io18 kicks cnetlive,0.0,0.0,1.0,0.0
Tue May 08 16:32:43 +0000 2018,RT @engadget: We're live at Google's 2018 I/O keynote! https://t.co/N0JPU8WAZ0,45,1,1,0,1,0,16,0,rt engadget live googles 2018 io keynote,0.0,0.0,1.0,0.0
Tue May 08 16:25:05 +0000 2018,RT @verge: How to watch the Google I/O 2018 keynote https://t.co/KFFO9M8yhs https://t.co/gW2zhnEWKe,126,1,2,1,1,0,16,0,rt verge watch google io 2018 keynote,0.0,0.0,1.0,0.0
Tue May 08 16:18:14 +0000 2018,RT @Recode: The Google I/O developer conference kicks off today. We’ll be covering CEO @sundarpichai’s keynote live on Twitter at 10 am PT…,78,1,1,0,1,0,16,0,rt recode google io developer conference kicks today well covering ceo sundarpichais keynote live twitter 10 pt,0.2732,0.116,0.884,0.0
Tue May 08 14:08:50 +0000 2018,RT @LorraineTwohill: Both my parents were teachers. Proud that our ongoing work with @DonorsChoose has provided $20M in classroom funding a…,38,1,1,0,1,0,14,0,rt lorrainetwohill parents teachers proud ongoing work donorschoose provided 20m classroom funding,0.4767,0.22,0.78,0.0
Tue May 08 05:44:23 +0000 2018,@kevinpelgrims 😎,12,1,1,0,1,0,5,0,kevinpelgrims,0.0,0.0,1.0,0.0
Tue May 08 05:43:19 +0000 2018,"RT @googledevs: #io18 is less than a day away, so we thought we'd share a sneak peek 👀

Tune in live on https://t.co/mSTQKlTa90 across the…",455,1,1,0,1,0,5,1,rt googledevs io18 less day away thought wed share sneak peek tune live across,0.296,0.145,0.855,0.0
Tue May 08 05:05:36 +0000 2018,@passsy Welcome! Great to have you:),14,1,1,0,1,0,5,0,passsy welcome great,0.7964,0.877,0.123,0.0
Mon Apr 30 02:51:47 +0000 2018,"RT @JeffDean: Here's a list of all the ways that Google Research is involved in this year's ICLR conference, starting tomorrow in Vancouver…",125,1,1,0,1,0,2,0,rt jeffdean heres list ways google research involved years iclr conference starting tomorrow vancouver,0.0,0.0,1.0,0.0
Wed Apr 25 20:14:10 +0000 2018,Have been dogfooding the new @Gmail for a while now - very excited for this new redesign! https://t.co/Z7xcHwZTjO,665,1,1,0,1,0,20,0,dogfooding new gmail excited new redesign,0.34,0.324,0.676,0.0
Thu Apr 19 06:08:53 +0000 2018,RT @harrymccracken: Pssst: Here’s @JRRaphael’s superguide to Chrome productivity. https://t.co/O3zKJv3lKH,115,1,1,0,1,0,6,0,rt harrymccracken pssst heres jrraphaels superguide chrome productivity,0.0,0.0,1.0,0.0
Wed Apr 18 05:19:10 +0000 2018,@Ansip_EU @Google Thanks for a great discussion. We look forward to continuing the conversation on these important issues,6,1,1,0,1,0,5,0,ansipeu google thanks great discussion look forward continuing conversation important issues,0.8316,0.524,0.476,0.0
Wed Apr 04 02:28:34 +0000 2018,RT @daiwaka: San Bruno police chief also said praised the youtube employees for coming to the aid of an injured victim. On what is a really…,137,1,1,0,1,0,2,0,rt daiwaka san bruno police chief also said praised youtube employees coming aid injured victim really,-0.1531,0.152,0.619,0.229
Tue Apr 03 23:49:01 +0000 2018,"There are no words to describe the tragedy that occurred today. @SusanWojcicki &amp; I are focused on supporting our employees &amp; the @YouTube community through this difficult time together. Thank you to the police &amp; first responders for their efforts, and to all for msgs of support.",2623,1,1,0,1,0,23,0,words describe tragedy occurred today susanwojcicki amp focused supporting employees amp youtube community difficult time together thank police amp first responders efforts msgs support,0.4215,0.301,0.506,0.194
Fri Mar 23 16:10:31 +0000 2018,Congrats to you both and the team - great to see the long term focus and the milestone! https://t.co/tgM1Pf1pOz,99,1,1,0,1,0,16,0,congrats team great see long term focus milestone,0.8176,0.556,0.444,0.0
Thu Mar 22 18:48:55 +0000 2018,"Always inspired by the cool and impactful things people are building with @TensorFlow, in this case, helping to detect illegal logging activity in Amazonian rainforests #GoogleAI https://t.co/FogXed99OM",280,1,1,0,1,0,18,1,always inspired cool impactful things people building tensorflow case helping detect illegal logging activity amazonian rainforests googleai,0.4767,0.317,0.535,0.148
Wed Mar 21 17:51:32 +0000 2018,Huge congrats to John and Dave on their Turing Award and great to see this recognition of their lasting contributions to computing and honored to work with them as colleagues. https://t.co/OC1PKqHaDs,215,1,1,0,1,0,17,0,huge congrats john dave turing award great see recognition lasting contributions computing honored work colleagues,0.9524,0.631,0.369,0.0
Thu Mar 15 08:00:40 +0000 2018,Digital skills lead to new opportunities: today we’re pledging to help 1 million people in Europe find a job or grow their business by 2020 #GrowWithGoogle https://t.co/9Xwyiz1WYd,438,1,1,0,1,0,8,1,digital skills lead new opportunities today pledging help 1 million people europe find job grow business 2020 growwithgoogle,0.6486,0.261,0.739,0.0
Wed Mar 14 04:20:01 +0000 2018,The world has lost a beautiful mind and a brilliant scientist. RIP Stephen Hawking,8370,1,1,0,1,0,4,0,world lost beautiful mind brilliant scientist rip stephen hawking,0.7506,0.481,0.375,0.144
