post_time,text,retweet,Photo/Link_Normalized,Photo/Link,Photo,Link,No_Photo/Link_Normalized,hours,Hastag_Count,text1,compound_score,positive_score,neutral_score,negative_score
Fri Apr 19 14:22:50 +0000 2019,3: Which of the following factors affect the spread of malaria? The answer is in my latest blog post: https://t.co/Vv1rQ79zSJ,224,1,1,0,1,0,14,0,3 following factors affect spread malaria answer latest blog post,0.0,0.0,1.0,0.0
Fri Apr 19 14:22:49 +0000 2019,2: What kind of pathogen causes malaria? Find the answer here: https://t.co/tUPDUDpfK7,232,1,1,0,1,0,14,0,2 kind pathogen causes malaria find answer,0.5267,0.405,0.595,0.0
Fri Apr 19 14:22:49 +0000 2019,"Biology pop quiz! Test your knowledge about the world’s deadliest animal: the mosquito.

1: Of the 3,000 species of mosquitoes, how many are responsible for most cases of malaria? Read my post to find the answer: https://t.co/ICUKMpu3EO",504,1,1,0,1,0,14,0,biology pop quiz test knowledge worlds deadliest animal mosquito 1 3000 species mosquitoes many responsible cases malaria read post find answer,0.3182,0.108,0.892,0.0
Thu Apr 18 14:17:01 +0000 2019,"Here’s one reason why I really, really hate mosquitoes: https://t.co/DDG0kG692T #MosquitoWeek https://t.co/7qTfCLDKmu",2553,1,2,1,1,0,14,1,heres reason really really hate mosquitoes mosquitoweek,-0.6453,0.0,0.584,0.416
Thu Apr 18 00:17:00 +0000 2019,"I’ve been fascinated by Leonardo da Vinci for decades. Although he died 500 years ago, there’s still so much to learn from his remarkable life: https://t.co/mLf6AU0QLX https://t.co/mXtaErPSN5",1140,1,2,1,1,0,0,0,ive fascinated leonardo da vinci decades although died 500 years ago theres still much learn remarkable life,0.4767,0.276,0.576,0.148
Wed Apr 17 13:53:05 +0000 2019,Precision maps are bringing us closer to the day when malaria is gone forever. https://t.co/mxqN60hOJN,564,1,1,0,1,0,13,0,precision maps bringing us closer day malaria gone forever,0.0,0.0,1.0,0.0
Tue Apr 16 16:57:00 +0000 2019,Why I would rather encounter a shark in the wild than a mosquito: https://t.co/6CrnkJ6f31 #MosquitoWeek https://t.co/uB5YFPLgzO,1661,1,2,1,1,0,16,1,would rather encounter shark wild mosquito mosquitoweek,0.0,0.0,1.0,0.0
Tue Apr 16 14:18:28 +0000 2019,I’m proud that @Microsoft is one of the many companies taking action to fight climate change and excited about its leadership in using AI to accelerate progress on these challenges. https://t.co/psSwcQms3M,736,1,1,0,1,0,14,0,proud microsoft many companies taking action fight climate change excited leadership using ai accelerate progress challenges,0.7184,0.414,0.474,0.112
Mon Apr 15 17:18:33 +0000 2019,"To kick off #MosquitoWeek, I wrote about the world’s deadliest shapeshifter (and what scientists are learning about how to beat it). https://t.co/EOR9vx1M20",382,1,1,0,1,0,17,1,kick mosquitoweek wrote worlds deadliest shapeshifter scientists learning beat,0.0,0.0,1.0,0.0
Mon Apr 15 17:18:33 +0000 2019,"Shapeshifters are not just the stuff of science fiction, though. We have them right here on earth.",229,1,1,0,1,0,17,0,shapeshifters stuff science fiction though right earth,0.0,0.0,1.0,0.0
Mon Apr 15 17:18:32 +0000 2019,There’s an epic scene at the end where Spock has to figure out which one is the impostor. https://t.co/yOSI4WyneG,78,1,1,0,1,0,17,0,theres epic scene end spock figure impostor,0.0,0.0,1.0,0.0
Mon Apr 15 17:18:32 +0000 2019,"As a teenager, I remember watching an episode of the original Star Trek where the bad guy is a shapeshifter who turns himself into a second Captain Kirk.",69,1,1,0,1,0,17,0,teenager remember watching episode original star trek bad guy shapeshifter turns second captain kirk,-0.296,0.129,0.674,0.197
Mon Apr 15 17:18:32 +0000 2019,"When I was younger, I loved science fiction. The author I read the most was Robert Heinlein (“The Moon Is a Harsh Mistress” was a favorite).",617,1,1,0,1,0,17,0,younger loved science fiction author read robert heinlein moon harsh mistress favorite,0.6124,0.367,0.479,0.154
Sun Apr 14 20:48:00 +0000 2019,They're back... #MosquitoWeek https://t.co/4vt2Vt3fGN,725,1,2,1,1,0,20,1,theyre back mosquitoweek,0.0,0.0,1.0,0.0
Sun Apr 14 16:35:52 +0000 2019,Young Africans will shape the future of not just their own communities but the entire world. https://t.co/8h83nylCgw,1416,1,1,0,1,0,16,0,young africans shape future communities entire world,0.0,0.0,1.0,0.0
Fri Apr 12 22:13:01 +0000 2019,Melinda and I were honored to join President Bush and Laura Bush @TheBushCenter. Their leadership of programs like @PEPFAR has helped save millions of lives around the world. https://t.co/hgenuuOk5j,432,1,2,1,1,0,22,0,melinda honored join president bush laura bush thebushcenter leadership programs like pepfar helped save millions lives around world,0.8934,0.455,0.545,0.0
Fri Apr 12 13:53:32 +0000 2019,I would say this even if I weren’t married to the author: @melindagates’s new book “The Moment of Lift” is a terrific read. You can see for yourself by downloading a free excerpt: https://t.co/BdQoC5LiIv https://t.co/Wa2GwCio4H,358,1,2,1,1,0,13,0,would say even werent married author melindagatess new book moment lift terrific read see downloading free excerpt,0.7506,0.299,0.701,0.0
Wed Apr 10 12:04:00 +0000 2019,I’ve learned so much from Melinda over the years and I’m delighted she is now sharing her insights with the rest of the world: https://t.co/FPw5nIAoGm https://t.co/l1vrbbw5qD,718,1,2,1,1,0,12,0,ive learned much melinda years delighted sharing insights rest world,0.7269,0.433,0.567,0.0
Tue Apr 09 17:15:54 +0000 2019,"I’ve recommended a lot of books over the years, but The #MomentofLift is particularly special to me… https://t.co/E2ZbzXSCU5",280,1,1,0,1,0,17,1,ive recommended lot books years momentoflift particularly special,0.5849,0.444,0.556,0.0
Tue Apr 09 17:15:54 +0000 2019,"It also includes insights about our marriage, the path we took to become equals in our work, and how she has helped me grow as a father and husband.",219,1,1,0,1,0,17,0,also includes insights marriage path took become equals work helped grow father husband,0.0,0.0,1.0,0.0
Tue Apr 09 17:15:54 +0000 2019,She shares her personal journey from private citizen to public advocate -- including how she pushed our foundation to focus more on women’s empowerment.,88,1,1,0,1,0,17,0,shares personal journey private citizen public advocate including pushed foundation focus womens empowerment,0.296,0.155,0.845,0.0
Tue Apr 09 17:15:53 +0000 2019,"“The Moment of Lift” is a wise, honest, and beautifully written book about how empowering women lifts up everyone.",93,1,1,0,1,0,17,0,moment lift wise honest beautifully written book empowering women lifts everyone,0.8779,0.558,0.442,0.0
Tue Apr 09 17:15:53 +0000 2019,".@melindagates is the most important person in my life: an amazing partner, wife, mother, and friend (and now accomplished author!). Her new book is a terrific read that will leave you feeling enlightened and inspired: https://t.co/iCWebQwSH1 https://t.co/CdBwQQb0QA",1372,1,2,1,1,0,17,0,melindagates important person life amazing partner wife mother friend accomplished author new book terrific read leave feeling enlightened inspired,0.9661,0.67,0.295,0.035
Sun Apr 07 17:05:00 +0000 2019,"Of the many uses for AI, I’m particularly excited about how it can help improve the lives of the world’s poorest. https://t.co/JFoLoWJPEL",1288,1,1,0,1,0,17,0,many uses ai particularly excited help improve lives worlds poorest,0.6525,0.482,0.327,0.191
Fri Apr 05 12:07:01 +0000 2019,"In the future, identifying your risk of developing Alzheimer’s could be as simple as speaking into an app on your phone: https://t.co/6BJKeQkjUk https://t.co/R6BNQagErr",797,1,2,1,1,0,12,0,future identifying risk developing alzheimers could simple speaking app phone,-0.2732,0.0,0.811,0.189
Thu Apr 04 21:27:38 +0000 2019,"When Paul and I founded @Microsoft together, we were confident that computers would change the world. But we never could have imagined how much fun we would have along the way. https://t.co/YZ3l4z94ao",2460,1,1,0,1,0,21,0,paul founded microsoft together confident computers would change world never could imagined much fun would along way,0.7579,0.302,0.698,0.0
Thu Apr 04 15:01:02 +0000 2019,Reducing greenhouse gas emissions from buildings is one of the five biggest challenges in the fight against climate change. I love that architects are looking to nature to find solutions. https://t.co/VXVuuCtOVY,819,1,1,0,1,0,15,0,reducing greenhouse gas emissions buildings five biggest challenges fight climate change love architects looking nature find solutions,0.5574,0.316,0.57,0.114
Wed Apr 03 14:27:00 +0000 2019,Most Americans want to know if they will get Alzheimer’s as early as possible. That’s an important insight for scientists as they work to improve diagnostic tools. https://t.co/Iz4ZBK4MZu,490,1,1,0,1,0,14,0,americans want know get alzheimers early possible thats important insight scientists work improve diagnostic tools,0.6124,0.333,0.667,0.0
Tue Apr 02 19:19:33 +0000 2019,"Thanks to major breakthroughs over the last several years, we’re closer than ever to having a reliable, affordable, and easy-to-use way to diagnose Alzheimer’s. https://t.co/Ba7l79tPMR",1120,1,1,0,1,0,19,0,thanks major breakthroughs last several years closer ever reliable affordable easytouse way diagnose alzheimers,0.4404,0.182,0.818,0.0
Sun Mar 31 17:57:57 +0000 2019,This surprised me: there’s more carbon in soil than in the atmosphere and all plant life combined. Here’s what that means for how we fight climate change: https://t.co/i1vPN7G3Sn https://t.co/iDv16zaMh1,1605,1,2,1,1,0,17,0,surprised theres carbon soil atmosphere plant life combined heres means fight climate change,-0.1779,0.123,0.71,0.168
Fri Mar 29 13:49:34 +0000 2019,Pivot Bio has developed an alternative to synthetic fertilizer that could help transform farming and reduce greenhouse gas emissions: https://t.co/3keIlFe2MR https://t.co/iAdaBmKFVI,1295,1,2,1,1,0,13,0,pivot bio developed alternative synthetic fertilizer could help transform farming reduce greenhouse gas emissions,0.4019,0.172,0.828,0.0
Thu Mar 28 20:28:54 +0000 2019,I’m thrilled that senators from both sides of the aisle have come together to support advanced nuclear. This is exactly the kind of leadership our country needs to both solve the climate challenge and reassert our leadership in this important industry.,690,1,1,0,1,0,20,0,thrilled senators sides aisle come together support advanced nuclear exactly kind leadership country needs solve climate challenge reassert leadership important industry,0.9169,0.532,0.468,0.0
Thu Mar 28 20:28:54 +0000 2019,"Nuclear energy is one of these critical technologies. It’s ideal for dealing with climate change, because it is the only carbon-free, scalable energy source that’s available 24 hours a day.",1894,1,1,0,1,0,20,0,nuclear energy critical technologies ideal dealing climate change carbonfree scalable energy source thats available 24 hours day,0.6486,0.332,0.568,0.1
Thu Mar 28 20:28:54 +0000 2019,"To prevent the worst effects of climate change, we need to reach near-zero emissions on all the things that drive it—agriculture, electricity, manufacturing, transportation, and buildings—by investing in innovation across all sectors while deploying low cost renewables.",307,1,1,0,1,0,20,0,prevent worst effects climate change need reach nearzero emissions things drive itagriculture electricity manufacturing transportation buildingsby investing innovation across sectors deploying low cost renewables,-0.5267,0.16,0.633,0.207
Thu Mar 28 20:28:54 +0000 2019,"Yesterday, a bipartisan group of leaders in the U.S. Senate introduced the Nuclear Energy Leadership Act, which establishes an ambitious plan to accelerate the development of advanced nuclear reactor technologies. I can’t overstate how important this is. https://t.co/tRovGTm2sg",3151,1,1,0,1,0,20,0,yesterday bipartisan group leaders us senate introduced nuclear energy leadership act establishes ambitious plan accelerate development advanced nuclear reactor technologies cant overstate important,0.6816,0.259,0.684,0.057
Wed Mar 27 16:20:19 +0000 2019,RT @gatesfoundation: We’re celebrating the anniversary of an incredible public health achievement - 5 years since the entire South-East Asi…,315,1,1,0,1,0,16,0,rt gatesfoundation celebrating anniversary incredible public health achievement 5 years since entire southeast asi,0.5719,0.236,0.764,0.0
Tue Mar 26 18:22:43 +0000 2019,"We need to reach zero net emissions from every sector of the economy including agriculture (which, along with forestry, and land use, is responsible for almost as much greenhouse gas emissions as electricity). https://t.co/Sioivi1R9L",794,1,1,0,1,0,18,0,need reach zero net emissions every sector economy including agriculture along forestry land use responsible almost much greenhouse gas emissions electricity,0.34,0.152,0.848,0.0
Tue Mar 26 18:22:43 +0000 2019,"Most discussions about fighting climate change focus on electricity and the need for renewable energy. De-carbonizing the way we generate electricity would be a huge step, but it won’t be enough to avoid the worst effects of climate change. https://t.co/C4oCIz6iXg",1408,1,2,1,1,0,18,0,discussions fighting climate change focus electricity need renewable energy decarbonizing way generate electricity would huge step wont enough avoid worst effects climate change,0.7254,0.319,0.598,0.083
Mon Mar 25 03:00:01 +0000 2019,"Five years ago, India was declared poliofree. Whenever someone asks me how they did it, I tell them about one of the country’s lowest castes: the Musahar. https://t.co/X6AZTigffl https://t.co/I2Ija5AyKY",1785,1,2,1,1,0,3,0,five years ago india declared poliofree whenever someone asks tell countrys lowest castes musahar,-0.3818,0.0,0.833,0.167
Sun Mar 24 15:20:26 +0000 2019,I’m inspired by Azim Premji’s continued commitment to philanthropy. His latest contribution will make a tremendous impact. https://t.co/IOTiHxtivw,7309,1,1,0,1,0,15,0,inspired azim premjis continued commitment philanthropy latest contribution make tremendous impact,0.7003,0.392,0.608,0.0
Fri Mar 22 13:57:21 +0000 2019,"Thanks to the incredible work of goat nurses, thousands of women in India have an opportunity to lift themselves and their families out of poverty: https://t.co/KzLMfLz5Um https://t.co/6pWqbFRLAT",1312,1,2,1,1,0,13,0,thanks incredible work goat nurses thousands women india opportunity lift families poverty,0.34,0.317,0.5,0.183
Thu Mar 21 14:06:03 +0000 2019,.@SueDHellmann recently sat down with @CDCFound to talk about how our foundation measures the impact of our partners and grantees. It’s worth a listen: https://t.co/DJkkrX2Ytj https://t.co/ptBtRPBaXM,252,1,2,1,1,0,14,0,suedhellmann recently sat cdcfound talk foundation measures impact partners grantees worth listen,0.2263,0.147,0.853,0.0
Wed Mar 20 14:19:28 +0000 2019,"Meet the goat nurses, an incredible team of health workers who help women gain financial independence by raising healthier goats. https://t.co/9yiSjvg7tL",882,1,1,0,1,0,14,0,meet goat nurses incredible team health workers help women gain financial independence raising healthier goats,0.7269,0.319,0.681,0.0
Mon Mar 18 20:00:01 +0000 2019,"2019 marks 150 years since the creation of the periodic table. Whenever people visit my office, I like to show them my favorite version. It’s made out of samples of each element, and reminds me every day of why I’m so fascinated by science and technology: https://t.co/d5sYO9ehUE https://t.co/1dVHpF9jCg",2236,1,2,1,1,0,20,0,2019 marks 150 years since creation periodic table whenever people visit office like show favorite version made samples element reminds every day fascinated science technology,0.8658,0.338,0.662,0.0
Sun Mar 17 23:56:00 +0000 2019,"If you believe innovation is for everyone, then I have a list for you: 10 challenges that the world needs your ideas to help solve. https://t.co/fnV9s61Lk3",5819,1,1,0,1,0,23,0,believe innovation everyone list 10 challenges world needs ideas help solve,0.7506,0.545,0.455,0.0
Sat Mar 16 15:11:51 +0000 2019,Diversity is good for innovation. This is a great conversation between @robotsmarts and @timnitGebru on the importance of representation and female leadership in tech. https://t.co/21uMzF5Ofk,763,1,1,0,1,0,15,0,diversity good innovation great conversation robotsmarts timnitgebru importance representation female leadership tech,0.9022,0.602,0.398,0.0
Fri Mar 15 12:00:02 +0000 2019,"If you want to discover what makes a school great, there’s no substitute for spending time in the classroom. I learned a lot from the students and teachers at this Chicago school: https://t.co/hN6zJEnjQW https://t.co/pL5cHJCejq",906,1,2,1,1,0,12,0,want discover makes school great theres substitute spending time classroom learned lot students teachers chicago school,0.6597,0.278,0.722,0.0
Thu Mar 14 14:00:02 +0000 2019,Medical advances should be available to everyone who needs them. That’s why I’m excited about an inexpensive blood test that could help doctors predict if a baby will be born prematurely. This information would undoubtedly save lives. https://t.co/GsCYZU7gqs,1044,1,1,0,1,0,14,0,medical advances available everyone needs thats excited inexpensive blood test could help doctors predict baby born prematurely information would undoubtedly save lives,0.8074,0.304,0.696,0.0
Wed Mar 13 18:50:33 +0000 2019,It’s great to see leaders in Washington talking about accelerating energy innovation to fight climate change. This op-ed from @lisamurkowski and @Sen_JoeManchin is worth reading. https://t.co/Z45BIXBLVq,554,1,1,0,1,0,18,0,great see leaders washington talking accelerating energy innovation fight climate change oped lisamurkowski senjoemanchin worth reading,0.7964,0.44,0.453,0.107
Tue Mar 12 13:33:56 +0000 2019,"I was lucky to be a young person when the digital revolution was just getting under way, and my Microsoft colleagues and I had the chance to help shape it. Celebrating #Web30 leaves me feeling nostalgic about 1995. https://t.co/krIFxTGd1q",2452,1,1,0,1,0,13,1,lucky young person digital revolution getting way microsoft colleagues chance help shape celebrating web30 leaves feeling nostalgic 1995,0.8934,0.494,0.506,0.0
Sun Mar 10 17:28:52 +0000 2019,"Behind every progress report is a student story. As Yusef — a senior at North-Grand High School in Chicago — told me, he is “seeing himself clearly” in ways he couldn’t before thanks to better data about his progress: https://t.co/zlGlEZPZPE https://t.co/yeKQdwXL9T",507,1,2,1,1,0,17,0,behind every progress report student story yusef senior northgrand high school chicago told seeing clearly ways couldnt thanks better data progress,0.5405,0.285,0.55,0.165
